Wall time,Step,Value
1586959964.3402822,0,3.7106001377105713
1586959974.0148726,1,2.3148953914642334
1586959982.9778593,2,1.8138458728790283
1586959991.8696733,3,1.560667872428894
1586960000.739206,4,1.3958910703659058
1586960011.2539048,5,1.2532124519348145
1586960020.1169662,6,1.189214825630188
1586960029.0347376,7,1.1392276287078857
1586960037.9146059,8,1.074177622795105
1586960048.355372,9,1.08791184425354
