Wall time,Step,Value
1587590726.9009213,0,0.3295014202594757
1587590905.7590356,1,0.25409314036369324
1587591065.8354878,2,0.21595898270606995
1587591225.53411,3,0.21287965774536133
1587591384.528463,4,0.21271640062332153
1587591543.3857617,5,0.1909116804599762
1587591701.795581,6,0.18681564927101135
1587591860.042065,7,0.17701993882656097
1587592018.430037,8,0.16805234551429749
1587592176.7553575,9,0.17331364750862122
1587592332.5155156,10,0.15808166563510895
1587592490.597233,11,0.17475606501102448
1587592646.4903765,12,0.1450299620628357
1587592804.778509,13,0.1551245152950287
1587592960.6569672,14,0.15137752890586853
1587593116.526506,15,0.13679111003875732
1587593274.950271,16,0.12601354718208313
1587593432.9992645,17,0.1347968578338623
1587593589.1756725,18,0.10422775894403458
1587593747.346789,19,0.13465186953544617
1587593903.0630352,20,0.13811634480953217
1587594058.6585221,21,0.13898338377475739
1587594214.1555886,22,0.14198441803455353
1587594369.4385397,23,0.12636324763298035
1587594525.1758988,24,0.12331720441579819
1587594680.6168137,25,0.1338881254196167
1587594835.3814554,26,0.11452962458133698
1587594991.2403054,27,0.09355556219816208
1587595149.466687,28,0.11060015857219696
1587595305.2987852,29,0.135966494679451
1587595460.6801386,30,0.10865703225135803
1587595616.2014496,31,0.12171322107315063
1587595771.657628,32,0.11649544537067413
1587595927.032432,33,0.13885866105556488
1587596082.825072,34,0.09538885205984116
1587596238.8295581,35,0.09584911167621613
1587596394.43783,36,0.11291690170764923
1587596549.9656105,37,0.08882609754800797
1587596707.785981,38,0.13040244579315186
1587596863.4153192,39,0.10703813284635544
1587597018.579552,40,0.12666267156600952
1587597174.3066633,41,0.11168874800205231
1587597329.6377366,42,0.11272503435611725
1587597484.6842873,43,0.13944362103939056
1587597640.312019,44,0.10756173729896545
1587597795.5189881,45,0.12019798159599304
1587597950.8079598,46,0.13941554725170135
1587598105.9956324,47,0.1146952360868454
1587598261.1321847,48,0.14564193785190582
1587598416.4999175,49,0.11401155591011047
1587598571.621164,50,0.13726669549942017
1587598726.8005407,51,0.11743926256895065
1587598881.9231539,52,0.12192980945110321
1587599037.7462652,53,0.13410094380378723
1587599193.1779635,54,0.09209302812814713
1587599348.201822,55,0.1280404031276703
1587599503.1896434,56,0.10701775550842285
1587599658.1168084,57,0.0998229831457138
1587599813.3822365,58,0.11084310710430145
1587599968.7490642,59,0.11135785281658173
1587600124.0743496,60,0.12175831943750381
1587600278.6033697,61,0.11319448798894882
1587600433.8777647,62,0.11669324338436127
