Wall time,Step,Value
1586946985.4154499,0,0.6365100741386414
1586947086.7512848,1,0.12666496634483337
1586947187.8677144,2,0.11083588749170303
1586947289.001366,3,0.10397493094205856
1586947390.0537004,4,0.09654761105775833
1586947491.2658114,5,0.09631886333227158
1586947592.4396412,6,0.08411597460508347
1586947693.5378382,7,0.08542679250240326
1586947794.4160736,8,0.08347261697053909
1586947895.4340913,9,0.0787731483578682
1586947996.6083446,10,0.07129086554050446
1586948098.3940158,11,0.0716860294342041
1586948199.3033855,12,0.06828885525465012
1586948300.4487314,13,0.07023424655199051
1586948401.3447046,14,0.06696230918169022
1586948502.4660661,15,0.06520487368106842
1586948603.6852667,16,0.06017305329442024
1586948704.8132746,17,0.06224122270941734
1586948805.8117857,18,0.05962103605270386
1586948906.9575713,19,0.061145003885030746
1586949007.900287,20,0.05627543106675148
1586949109.01905,21,0.05703384429216385
1586949209.878003,22,0.0520453117787838
1586949310.9514375,23,0.051094260066747665
1586949412.1199024,24,0.05289279296994209
1586949513.1134026,25,0.05022279545664787
1586949614.3832994,26,0.04688744246959686
1586949715.747944,27,0.0471109077334404
1586949816.9305534,28,0.046613577753305435
1586949918.3492618,29,0.04269816726446152
1586950019.6907556,30,0.04546334594488144
1586950120.7767828,31,0.0438205860555172
1586950221.82842,32,0.0500347875058651
1586950323.017596,33,0.04359413683414459
1586950424.1705463,34,0.045262210071086884
1586950525.2395115,35,0.043173808604478836
1586950626.3864846,36,0.041977398097515106
1586950727.7604196,37,0.041121236979961395
1586950829.2117908,38,0.041335586458444595
1586950930.370181,39,0.03836992010474205
1586951031.784196,40,0.036157649010419846
1586951133.2287776,41,0.03827999532222748
1586951234.2873633,42,0.03851468116044998
1586951335.4643617,43,0.03738446533679962
1586951436.67082,44,0.03711864352226257
1586951537.9600708,45,0.03618884086608887
1586951639.2475255,46,0.03791690245270729
1586951740.4889235,47,0.03683492913842201
1586951841.7120686,48,0.03405148535966873
1586951943.124383,49,0.0361417680978775
1586952044.323374,50,0.03450396656990051
1586952145.5772579,51,0.03619766607880592
1586952246.8081665,52,0.0339626669883728
1586952348.3137848,53,0.03273690491914749
1586952449.8010974,54,0.03452108055353165
1586952550.9396775,55,0.03351755812764168
1586952651.9975367,56,0.03139323741197586
1586952753.3056846,57,0.0360773541033268
1586952854.4128296,58,0.03568660095334053
1586952955.5513577,59,0.03167463093996048
1586953056.7459378,60,0.03293663635849953
1586953157.8486416,61,0.03695133700966835
1586953258.9924982,62,0.02667507901787758
1586953360.3236003,63,0.031356554478406906
1586953461.57448,64,0.025508208200335503
1586953562.9805164,65,0.03024015575647354
1586953664.1151254,66,0.02764883078634739
1586953765.337421,67,0.03224024176597595
1586953866.4893017,68,0.029823217540979385
1586953967.6192808,69,0.03019256703555584
1586954068.7153554,70,0.027551311999559402
1586954169.9292653,71,0.030142050236463547
1586954271.069758,72,0.029631394892930984
1586954372.2065485,73,0.030002525076270103
1586954473.4243815,74,0.02935921587049961
