Wall time,Step,Value
1587888756.8751597,0,6.443747520446777
1587888771.8595397,1,6.442401885986328
1587888782.4922523,2,6.440167427062988
1587888793.0844522,3,6.431614398956299
1587888803.7133913,4,6.422806739807129
1587888814.2893934,5,6.417457580566406
1587888825.0108092,6,6.410984516143799
1587888835.5714624,7,6.406611442565918
1587888846.0903423,8,6.402243614196777
1587888856.6566505,9,6.396932125091553
1587888867.151714,10,6.393180847167969
1587888877.7002294,11,6.390533924102783
1587888888.2814045,12,6.383853912353516
1587888898.828467,13,6.380204677581787
1587888909.3672137,14,6.376495361328125
1587888919.9416454,15,6.369929313659668
1587888930.4426253,16,6.367682933807373
1587888940.9986405,17,6.362255573272705
1587888951.5220234,18,6.358551502227783
1587888962.0450027,19,6.3552045822143555
1587888972.5640235,20,6.349762439727783
1587888983.0983186,21,6.345872402191162
1587888993.6857605,22,6.34268856048584
1587889004.2253466,23,6.340092658996582
1587889014.7938406,24,6.3341474533081055
1587889025.3806114,25,6.331535339355469
1587889035.979983,26,6.327737331390381
1587889046.506404,27,6.322474479675293
1587889057.06976,28,6.3198161125183105
1587889067.675074,29,6.315791606903076
1587889078.290969,30,6.313720226287842
1587889088.879865,31,6.310736656188965
1587889099.450793,32,6.304588317871094
1587889110.0897841,33,6.2998504638671875
1587889120.6826394,34,6.296740531921387
1587889131.318717,35,6.291135311126709
1587889141.931524,36,6.287247657775879
1587889152.5788434,37,6.283408164978027
1587889163.2841427,38,6.281721591949463
1587889173.9593625,39,6.276754379272461
1587889184.7988765,40,6.274045944213867
1587889195.4404035,41,6.270102024078369
1587889206.1316283,42,6.2671380043029785
1587889217.0491242,43,6.264790058135986
1587889227.90519,44,6.258773326873779
1587889238.79795,45,6.255495548248291
1587889249.70156,46,6.251206398010254
1587889260.5746243,47,6.247156620025635
1587889271.432462,48,6.244511127471924
1587889282.3324223,49,6.239931583404541
1587889293.1267042,50,6.236329555511475
1587889304.0166364,51,6.2318220138549805
1587889314.935146,52,6.228755950927734
1587889325.8177695,53,6.225663661956787
1587889336.6890974,54,6.22138786315918
1587889347.5540187,55,6.218712329864502
1587889358.4572222,56,6.213512897491455
1587889369.3628297,57,6.209000110626221
1587889380.2354453,58,6.205611705780029
1587889391.0785794,59,6.204987049102783
1587889401.957308,60,6.197961330413818
1587889412.8091233,61,6.195565700531006
1587889423.6696546,62,6.189652442932129
1587889434.5567017,63,6.185808181762695
1587889445.4297698,64,6.183572769165039
1587889456.3449852,65,6.177290916442871
1587889467.3064876,66,6.1747212409973145
1587889478.1526628,67,6.171049118041992
1587889489.0517898,68,6.1653289794921875
1587889499.8544233,69,6.165341377258301
1587889509.8495574,70,6.1578688621521
1587889520.6825383,71,6.154869079589844
1587889531.509629,72,6.1481709480285645
1587889542.3974128,73,6.144796371459961
1587889553.2940218,74,6.142685890197754
1587889564.184093,75,6.1379714012146
1587889575.2964518,76,6.134383201599121
1587889586.1547425,77,6.12943172454834
1587889596.9691966,78,6.123807430267334
1587889607.7733274,79,6.124991416931152
1587889617.875438,80,6.119721412658691
1587889628.8306015,81,6.11619758605957
1587889639.7034714,82,6.111155033111572
1587889650.5375729,83,6.109199047088623
1587889661.3696606,84,6.101951599121094
1587889672.2728784,85,6.103348731994629
1587889682.3309407,86,6.09435510635376
1587889693.2270665,87,6.091675281524658
1587889704.0888536,88,6.088008403778076
1587889714.999786,89,6.0830302238464355
1587889725.941539,90,6.081883430480957
1587889736.8191636,91,6.077242374420166
1587889747.6759646,92,6.074057579040527
1587889758.6229708,93,6.070926666259766
1587889769.5051358,94,6.066171169281006
1587889780.4197028,95,6.057145118713379
1587889791.3495102,96,6.054174423217773
1587889802.3075228,97,6.05279541015625
1587889813.283803,98,6.046176433563232
1587889824.2156038,99,6.040802955627441
