Wall time,Step,Value
1587884857.2066503,0,0.18913006782531738
1587884907.4328833,1,0.19124647974967957
1587884951.4328196,2,0.18233966827392578
1587884992.969612,3,0.14115625619888306
1587885035.3609324,4,0.1741785854101181
1587885076.4735577,5,0.14978867769241333
1587885115.367175,6,0.15821899473667145
1587885154.0389488,7,0.13719916343688965
1587885193.8825858,8,0.13034677505493164
1587885232.3006895,9,0.13961492478847504
1587885271.4475822,10,0.15510490536689758
1587885310.9591153,11,0.1322392076253891
1587885349.759882,12,0.12870211899280548
1587885388.4079905,13,0.15030384063720703
1587885427.5374744,14,0.13212433457374573
1587885466.3243756,15,0.13472014665603638
1587885504.9268532,16,0.13629131019115448
1587885543.2278874,17,0.1334465593099594
1587885581.9360085,18,0.12939444184303284
1587885619.924742,19,0.12988503277301788
1587885659.7666652,20,0.11252369731664658
1587885698.997232,21,0.12802796065807343
1587885737.3455575,22,0.12357401102781296
1587885777.0060086,23,0.13724645972251892
1587885814.7956,24,0.13167265057563782
1587885854.2577212,25,0.1165066659450531
1587885893.2653868,26,0.121909961104393
1587885932.0000193,27,0.11425280570983887
1587885970.5140972,28,0.11881609261035919
1587886007.4569452,29,0.10570963472127914
1587886045.2424223,30,0.11218905448913574
1587886081.3169222,31,0.11014864593744278
1587886118.700697,32,0.10242794454097748
1587886155.336509,33,0.08288845419883728
1587886192.605451,34,0.11490986496210098
1587886228.0376737,35,0.11137468367815018
1587886265.8865745,36,0.09666384756565094
1587886305.1881344,37,0.12463333457708359
1587886344.2668374,38,0.1040993183851242
1587886381.54094,39,0.11411938816308975
1587886417.6817718,40,0.10198093205690384
1587886454.82472,41,0.09501232951879501
1587886490.2216277,42,0.10355839878320694
1587886528.2724776,43,0.09772910922765732
1587886566.1817863,44,0.09604788571596146
1587886604.0773468,45,0.11109656095504761
1587886640.161824,46,0.09209199994802475
1587886677.23035,47,0.11197414994239807
1587886712.2804508,48,0.12366799265146255
1587886747.5254214,49,0.09598813951015472
1587886783.4340925,50,0.09717406332492828
1587886822.651684,51,0.10114475339651108
1587886858.2820883,52,0.13444586098194122
1587886893.6106067,53,0.1046823263168335
1587886931.5118532,54,0.09646701067686081
1587886967.775631,55,0.1214793473482132
1587887005.3513265,56,0.08129319548606873
1587887043.6430213,57,0.09111925959587097
1587887079.2011807,58,0.10162588953971863
1587887115.1281343,59,0.0796322301030159
1587887153.042769,60,0.09468349814414978
1587887190.6500027,61,0.10138440877199173
1587887227.912625,62,0.06894012540578842
1587887266.831578,63,0.14656738936901093
1587887302.3475246,64,0.11057985574007034
1587887337.540065,65,0.10844110697507858
1587887374.9759023,66,0.09503407776355743
1587887410.0661488,67,0.072111576795578
1587887448.1213467,68,0.11700708419084549
1587887484.086358,69,0.09265810251235962
1587887519.276544,70,0.09440416842699051
1587887554.1885235,71,0.06710246205329895
1587887591.9511766,72,0.06921175867319107
1587887626.946943,73,0.10260816663503647
1587887661.8387246,74,0.12456335127353668
1587887699.5469449,75,0.07838460803031921
1587887738.2865934,76,0.108678437769413
1587887775.166067,77,0.1099793091416359
1587887811.1547039,78,0.09376012533903122
1587887846.5774937,79,0.0846487432718277
1587887882.4025714,80,0.06689903140068054
1587887918.8376164,81,0.07196919620037079
1587887956.2360427,82,0.08093370497226715
1587887991.3142352,83,0.0870090201497078
1587888024.1465118,84,0.0650467500090599
1587888060.0380368,85,0.09210601449012756
1587888095.120524,86,0.09490685909986496
1587888130.4107702,87,0.07850464433431625
1587888167.1996002,88,0.08296199142932892
1587888203.6612115,89,0.08275184780359268
1587888237.6716394,90,0.0858098566532135
1587888274.0913692,91,0.08273880183696747
1587888310.3244936,92,0.06789220124483109
1587888345.1880226,93,0.07130676507949829
1587888381.6689696,94,0.0818803533911705
1587888415.9810932,95,0.11459480226039886
1587888451.4438174,96,0.11857129633426666
1587888486.4058926,97,0.08458512276411057
1587888520.094877,98,0.0980888307094574
1587888554.021946,99,0.07468351721763611
1587888588.546904,100,0.09074174612760544
1587888625.565499,101,0.07428895682096481
1587888662.2108607,102,0.07218896597623825
1587888697.8421404,103,0.08441069722175598
1587888734.579372,104,0.07003217935562134
1587888768.2523704,105,0.08698349446058273
1587888803.8961594,106,0.07647378742694855
1587888837.7145433,107,0.05793284997344017
1587888872.7846236,108,0.05381888523697853
1587888908.7854862,109,0.05847814306616783
1587888944.6018314,110,0.09672604501247406
1587888978.900741,111,0.06649011373519897
1587889013.3951964,112,0.06487979739904404
1587889049.4368694,113,0.09224200993776321
1587889084.7196176,114,0.09781796485185623
1587889120.3735561,115,0.06820335239171982
1587889156.4877172,116,0.11026038229465485
1587889193.6477058,117,0.06278452277183533
1587889228.1733756,118,0.06480856239795685
1587889264.024942,119,0.0904080867767334
1587889299.3789222,120,0.05642075091600418
1587889334.4836836,121,0.07043704390525818
1587889369.0560217,122,0.07286569476127625
1587889402.9746,123,0.0625314936041832
1587889438.389344,124,0.06911857426166534
1587889473.6707716,125,0.06708978116512299
1587889507.5428026,126,0.05878990516066551
1587889542.5392382,127,0.06418436020612717
1587889577.6657183,128,0.07205740362405777
1587889612.7567818,129,0.04186815395951271
1587889648.1386015,130,0.045128077268600464
1587889682.410207,131,0.061111461371183395
1587889719.0986536,132,0.049944277852773666
1587889753.8078823,133,0.05673179030418396
1587889789.1708858,134,0.04649139940738678
1587889823.7178445,135,0.04144411161541939
1587889858.098137,136,0.049445535987615585
1587889892.4571981,137,0.07035428285598755
1587889928.064391,138,0.058537550270557404
1587889962.3370376,139,0.046890582889318466
1587889997.8571386,140,0.06229947507381439
1587890035.0055273,141,0.0972231775522232
1587890069.7450385,142,0.05877268314361572
1587890106.2944717,143,0.047999680042266846
1587890143.006803,144,0.06299082934856415
1587890179.3763416,145,0.07375114411115646
1587890214.9910192,146,0.06064502149820328
1587890253.3990304,147,0.07144928723573685
1587890289.2715054,148,0.07597886770963669
1587890325.025333,149,0.06308087706565857
1587890359.5569808,150,0.0664089024066925
1587890395.1463208,151,0.07141853868961334
1587890428.8053377,152,0.07425206154584885
1587890463.9691248,153,0.08148883283138275
1587890497.7349355,154,0.04786853492259979
1587890532.3934553,155,0.03839757293462753
1587890568.034355,156,0.05117622762918472
1587890602.8062549,157,0.04652580991387367
1587890636.3598974,158,0.05392419919371605
1587890670.0075436,159,0.056535426527261734
1587890703.9633424,160,0.05701582133769989
1587890739.4080753,161,0.053144749253988266
1587890774.096925,162,0.07931575179100037
1587890810.677003,163,0.06596852838993073
1587890845.2015424,164,0.05455440282821655
1587890880.8332736,165,0.04960758984088898
1587890915.3353457,166,0.09780282527208328
1587890949.0654523,167,0.08997362107038498
1587890983.759967,168,0.07015499472618103
1587891019.929629,169,0.057148661464452744
1587891053.6615138,170,0.07096537947654724
1587891086.8138964,171,0.04306947439908981
1587891120.3039293,172,0.0676504448056221
1587891155.7904608,173,0.07457996904850006
1587891190.16658,174,0.05665118619799614
1587891223.6703954,175,0.06390107423067093
1587891257.8712964,176,0.0523049421608448
1587891292.5529664,177,0.07762482762336731
1587891326.283637,178,0.0732818990945816
1587891362.3802888,179,0.0644991397857666
1587891395.5181236,180,0.08419468998908997
