Wall time,Step,Value
1587624678.5386453,0,6.443905830383301
1587625178.0029936,1,6.443208694458008
1587625213.5175774,2,6.440513610839844
1587625249.1727555,3,6.433927536010742
1587625284.8797333,4,6.429013252258301
1587625320.540555,5,6.4222588539123535
1587625356.5466812,6,6.419597148895264
1587625392.0019195,7,6.415547847747803
1587625427.5306811,8,6.412745475769043
1587625463.2113774,9,6.408786296844482
1587625498.7150242,10,6.406763553619385
1587625534.4016607,11,6.4023590087890625
1587625569.9833705,12,6.397179126739502
1587625605.7218773,13,6.395458698272705
1587625641.2228875,14,6.3941240310668945
1587625676.744325,15,6.38916015625
1587625712.221455,16,6.388342380523682
1587625747.6318238,17,6.383341312408447
1587625783.0599763,18,6.37935209274292
1587625818.5505433,19,6.3766350746154785
1587625854.0255995,20,6.375283241271973
1587625889.3712766,21,6.369387626647949
1587625925.0869524,22,6.365353584289551
1587625960.5518646,23,6.362649917602539
1587625996.2851214,24,6.360542297363281
1587626031.8421648,25,6.359389781951904
1587626067.4714253,26,6.354956150054932
1587626102.9613163,27,6.350838661193848
1587626138.426576,28,6.347807884216309
1587626173.8160915,29,6.345221996307373
1587626209.2769537,30,6.3398637771606445
1587626244.7091496,31,6.3391032218933105
1587626280.1078224,32,6.3355631828308105
1587626315.914915,33,6.334191799163818
1587626351.3787344,34,6.331948280334473
1587626387.0063307,35,6.325570583343506
1587626422.6905022,36,6.323261260986328
1587626458.4022071,37,6.3193159103393555
1587626494.0145385,38,6.316424369812012
1587626529.4828227,39,6.314304828643799
1587626564.9700592,40,6.3093390464782715
1587626600.491098,41,6.305851459503174
1587626636.1269789,42,6.305241107940674
1587626671.7377543,43,6.30188512802124
1587626707.2674148,44,6.296533107757568
1587626742.8218594,45,6.293508052825928
1587626778.1341035,46,6.291598320007324
1587626813.548737,47,6.2873616218566895
1587626849.0032926,48,6.285303115844727
1587626884.5278697,49,6.280488014221191
1587626920.0474215,50,6.2783660888671875
1587626955.4222276,51,6.274940490722656
1587626990.8313565,52,6.270335674285889
1587627026.3417933,53,6.268649101257324
1587627061.8121712,54,6.263948440551758
1587627097.7021916,55,6.262342929840088
1587627133.2840354,56,6.257514476776123
1587627168.7805045,57,6.2554426193237305
1587627204.4678915,58,6.254068374633789
1587627240.0157516,59,6.248913764953613
1587627275.9389555,60,6.24283504486084
1587627311.6471612,61,6.24078893661499
1587627347.2347443,62,6.235393047332764
1587627382.7184513,63,6.234148979187012
1587627418.2304728,64,6.230631351470947
1587627453.6397412,65,6.223186016082764
1587627489.0860002,66,6.2225542068481445
1587627524.600881,67,6.220442771911621
1587627560.1325147,68,6.214993953704834
1587627595.5910778,69,6.211185455322266
1587627631.0301893,70,6.210073947906494
1587627666.5198123,71,6.2046332359313965
1587627702.2341485,72,6.202746868133545
1587627738.6855612,73,6.19839334487915
1587627774.3151479,74,6.194381237030029
1587627809.780296,75,6.189342498779297
1587627845.429739,76,6.188941955566406
1587627881.104795,77,6.185392379760742
1587627916.7895808,78,6.1792120933532715
1587627952.4072855,79,6.178081512451172
1587627988.1478817,80,6.172878265380859
1587628023.706021,81,6.170569896697998
1587628059.2546234,82,6.165428161621094
1587628094.4563,83,6.1625213623046875
1587628129.7876992,84,6.156993389129639
1587628165.2913132,85,6.156296730041504
1587628200.6473262,86,6.151123046875
1587628235.848708,87,6.144897937774658
1587628271.3205726,88,6.144096374511719
1587628306.9500296,89,6.142879962921143
1587628342.6886535,90,6.135490894317627
1587628378.0560744,91,6.129653453826904
1587628413.496685,92,6.1251325607299805
1587628448.8998766,93,6.121283054351807
1587628484.3009343,94,6.120629787445068
1587628519.5915885,95,6.115209102630615
1587628555.0514798,96,6.110250473022461
1587628590.3554146,97,6.108372688293457
1587628625.814945,98,6.100879192352295
1587628661.3191314,99,6.100125789642334
